bed,aimedat,average,,,min 50 darts at double
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
m6,d6,94.94,,,
d13,d6,94.94,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
d6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
o6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
m6,d6,100.26,,,
d10,d6,100.26,,,
d10,d6,100.26,,,
d10,d6,100.26,,,
o10,d6,100.26,,,
d10,d6,100.26,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
d6,d6,90.41,,,
o6,d6,90.41,,,
o6,d6,90.41,,,
o6,d6,90.41,,,
o6,d6,90.41,,,
o6,d6,90.41,,,
o6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
m6,d6,90.41,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
d6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
o6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
m6,d6,91.29,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
d6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
o6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
m6,d6,93.35,,,
o10,d6,93.35,,,
d10,d6,93.35,,,
o13,d6,93.35,,,
o10,d6,93.35,,,
d10,d6,93.35,,,
o13,d6,93.35,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
d6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
o6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
m6,d6,87.43,,,
o10,d6,87.43,,,
o10,d6,87.43,,,
d10,d6,87.43,,,
d10,d6,87.43,,,
d10,d6,87.43,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
d6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
o6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
m6,d6,97.03,,,
d10,d6,97.03,,,
d13,d6,97.03,,,
o13,d6,97.03,,,
o10,d6,97.03,,,
d10,d6,97.03,,,
o13,d6,97.03,,,
d10,d6,97.03,,,
d10,d6,97.03,,,
d10,d6,97.03,,,
d10,d6,97.03,,,
d6,d6,95.73,,,
d6,d6,95.73,,,
d6,d6,95.73,,,
