bed,aimedat,average,,min 20  darts at double
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
m7,d7,96.55,,
d7,d7,94.52,,
d7,d7,94.52,,
d7,d7,94.52,,
d7,d7,94.52,,
d7,d7,94.52,,
d7,d7,94.52,,
d7,d7,94.52,,
d7,d7,94.52,,
o7,d7,94.52,,
o7,d7,94.52,,
o7,d7,94.52,,
o7,d7,94.52,,
o7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
m7,d7,94.52,,
d7,d7,91.29,,
d7,d7,91.29,,
d7,d7,91.29,,
d7,d7,91.29,,
d7,d7,91.29,,
d7,d7,91.29,,
d7,d7,91.29,,
o7,d7,91.29,,
o7,d7,91.29,,
o7,d7,91.29,,
o7,d7,91.29,,
o7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
m7,d7,91.29,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
d7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
o7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
m7,d7,91.16,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
d7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
o7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
m7,d7,90.87,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
d7,d7,95.7,,
o7,d7,95.7,,
o7,d7,95.7,,
o7,d7,95.7,,
o7,d7,95.7,,
o7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
m7,d7,95.7,,
d19,d7,95.7,,
o19,d7,95.7,,
d16,d7,95.7,,
o19,d7,95.7,,
o16,d7,95.7,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
d7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
o7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
m7,d7,96.91,,
o16,d7,96.91,,
d19,d7,96.91,,
d19,d7,96.91,,
d19,d7,96.91,,
o19,d7,96.91,,
d7,d7,88.07,,
d7,d7,88.07,,
d7,d7,88.07,,
d7,d7,88.07,,
d7,d7,88.07,,
d7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
o7,d7,88.07,,
m7,d7,88.07,,
m7,d7,88.07,,
m7,d7,88.07,,
m7,d7,88.07,,
m7,d7,88.07,,
d7,d7,94.42,,
d7,d7,94.42,,
d7,d7,94.42,,
d7,d7,94.42,,
d7,d7,94.42,,
d7,d7,94.42,,
d7,d7,94.42,,
d7,d7,94.42,,
d7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
o7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
m7,d7,94.42,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
d7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
o7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
m7,d7,97.18,,
d7,d7,93.81,,
d7,d7,93.81,,
d7,d7,93.81,,
d7,d7,93.81,,
d7,d7,93.81,,
d7,d7,93.81,,
o7,d7,93.81,,
o7,d7,93.81,,
o7,d7,93.81,,
o7,d7,93.81,,
o7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
m7,d7,93.81,,
d19,d7,93.81,,
o19,d7,93.81,,
d16,d7,93.81,,
d19,d7,93.81,,
d16,d7,93.81,,
d7,d7,97.66,,
d7,d7,97.66,,
d7,d7,97.66,,
d7,d7,97.66,,
d7,d7,97.66,,
d7,d7,97.66,,
d7,d7,97.66,,
d7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
o7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
m7,d7,97.66,,
o16,d7,97.66,,
d19,d7,97.66,,
d19,d7,97.66,,
o19,d7,97.66,,
d19,d7,97.66,,
d16,d7,97.66,,
d7,d7,91.81,,
d7,d7,91.81,,
d7,d7,91.81,,
d7,d7,91.81,,
d7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
m7,d7,91.81,,
d7,d7,89.61,,
d7,d7,89.61,,
d7,d7,89.61,,
d7,d7,89.61,,
d7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
o7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
m7,d7,89.61,,
d7,d7,94.17,,
d7,d7,94.17,,
d7,d7,94.17,,
d7,d7,94.17,,
d7,d7,94.17,,
o7,d7,94.17,,
o7,d7,94.17,,
o7,d7,94.17,,
o7,d7,94.17,,
o7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
m7,d7,94.17,,
d19,d7,94.17,,
d19,d7,94.17,,
o19,d7,94.17,,
o16,d7,94.17,,
d16,d7,94.17,,
d16,d7,94.17,,
o19,d7,94.17,,
d7,d7,96.11,,
d7,d7,96.11,,
d7,d7,96.11,,
d7,d7,96.11,,
d7,d7,96.11,,
d7,d7,96.11,,
d7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
o7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
m7,d7,96.11,,
d7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
o7,d7,95.73,,
m7,d7,95.73,,
m7,d7,95.73,,
m7,d7,95.73,,
m7,d7,95.73,,
m7,d7,95.73,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
m7,d7,73.22,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
o7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
m7,d7,81.8,,
