bin,avg_rep,total,best_sequence,best_success_prob,safest_sequence
30-39,34.5,2,d1,0.05714285714285714,d1
30-39,34.5,3,o1|d1,0.03333333333333333,o1|d1
30-39,34.5,4,o2|d1,0.23449689331771595,d2
30-39,34.5,5,o1|o2|d1,0.1367898544353343,o1|o2|d1
30-39,34.5,6,d3,0.2988111910125075,d3
30-39,34.5,7,o1|d3,0.1743065280906294,o1|d3
30-39,34.5,8,o4|o2|d1,0.29796411275157897,d4
30-39,34.5,9,o1|o4|d2,0.13138473662198022,o1|o4|d2
30-39,34.5,10,o5|o1|d2,0.22057139274439486,d5
30-39,34.5,11,i3|o4|d2,0.08060027362824437,i3|o4|d2
30-39,34.5,12,d6,0.2988111910125075,d6
30-39,34.5,13,o1|d6,0.1743065280906294,o1|d6
30-39,34.5,14,d7,0.2988111910125075,d7
30-39,34.5,15,i3|d6,0.10693140025630359,i3|d6
30-39,34.5,16,o8|o4|d2,0.2946482483220395,d8
30-39,34.5,17,o1|o8|d4,0.15617372521425926,o1|o8|d4
30-39,34.5,18,d9,0.2988111910125075,d9
30-39,34.5,19,o7|d6,0.10693140025630359,i3|o8|d4
30-39,34.5,20,o10|d5,0.25877998418362197,d10
30-39,34.5,21,o1|o10|d5,0.15095499077377947,o12|o1|d4
30-39,34.5,22,d11,0.2988111910125075,d11
30-39,34.5,23,o17|d3,0.10693140025630359,o17|d3
30-39,34.5,24,d12,0.2988111910125075,d12
30-39,34.5,25,o1|d12,0.1743065280906294,o1|d12
30-39,34.5,26,d13,0.2988111910125075,d13
30-39,34.5,27,i3|d12,0.10693140025630359,i3|d12
30-39,34.5,28,d14,0.2988111910125075,d14
30-39,34.5,29,o5|o12|d6,0.12855491310246356,o5|o12|d6
30-39,34.5,30,d15,0.2988111910125075,d15
30-39,34.5,31,o7|d12,0.10693140025630359,o7|d12
30-39,34.5,32,d16,0.3333333333333333,d16
30-39,34.5,33,o1|d16,0.19444444444444445,o1|d16
30-39,34.5,34,d17,0.2988111910125075,d17
30-39,34.5,35,i3|d16,0.11928535863953824,i3|d16
30-39,34.5,36,d18,0.2988111910125075,d18
30-39,34.5,37,o5|d16,0.11928535863953824,o17|o10|d5
30-39,34.5,38,d19,0.2988111910125075,d19
30-39,34.5,39,o7|d16,0.11928535863953824,o7|d16
30-39,34.5,40,d20,0.31666666666666665,d20
30-39,34.5,41,o1|d20,0.18472222222222223,o1|d20
30-39,34.5,42,o10|d16,0.11928535863953824,o10|d16
30-39,34.5,43,o11|d16,0.11928535863953824,i3|d20
30-39,34.5,44,o12|d16,0.11928535863953824,o4|d20
30-39,34.5,45,o13|d16,0.11928535863953824,o13|d16
30-39,34.5,46,o14|d16,0.11928535863953824,o6|d20
30-39,34.5,47,o15|d16,0.11928535863953824,o7|d20
30-39,34.5,48,i16|d16,0.11928535863953824,i16|d16
30-39,34.5,49,o17|d16,0.11928535863953824,o17|d16
30-39,34.5,50,ibull,0.21875,ibull
30-39,34.5,51,o19|d16,0.11928535863953824,o19|d16
30-39,34.5,52,o20|d16,0.24242424242424243,o20|d16
30-39,34.5,53,o13|d20,0.11332109070756133,i3|ibull
30-39,34.5,54,o14|d20,0.11332109070756133,o4|ibull
30-39,34.5,55,o15|d20,0.11332109070756133,o15|d20
30-39,34.5,56,o20|d18,0.21731722982727822,t16|d4
30-39,34.5,57,o17|d20,0.11332109070756133,o17|d20
30-39,34.5,58,o18|d20,0.11332109070756133,o18|d20
30-39,34.5,59,o19|d20,0.11332109070756133,t19|d1
30-39,34.5,60,o20|d20,0.2303030303030303,o20|d20
30-39,34.5,61,obull|d18,0.17089133050837155,t7|d20
30-39,34.5,62,o10|o20|d16,0.08675298810148235,o10|o20|d16
30-39,34.5,63,o13|ibull,0.07828101660719697,o13|ibull
30-39,34.5,64,o14|o18|d16,0.10377570431797717,t16|d8
30-39,34.5,65,obull|d20,0.18110294936059643,obull|d20
30-39,34.5,66,t16|d9,0.12450466292187815,ibull|d8
30-39,34.5,67,o17|ibull,0.07828101660719697,o17|ibull
30-39,34.5,68,t16|o10|d5,0.10782499340984249,t16|o10|d5
30-39,34.5,69,t19|o6|d3,0.10641164060845662,t19|o6|d3
30-39,34.5,70,o20|ibull,0.1590909090909091,o20|ibull
30-39,34.5,71,t17|o10|d5,0.06088940804320517,t17|o10|d5
30-39,34.5,72,o20|o20|d16,0.1763085399449036,o20|o20|d16
30-39,34.5,73,t19|o8|d4,0.08875711712487405,t19|o8|d4
30-39,34.5,74,o14|o20|d20,0.08241533869640823,o14|o20|d20
30-39,34.5,75,obull|ibull,0.12510401107146463,obull|ibull
30-39,34.5,76,t16|d14,0.12450466292187815,t16|d14
30-39,34.5,77,t19|o10|d5,0.08579119040870074,t19|o10|d5
30-39,34.5,78,d19|d20,0.09462354382062738,d19|d20
30-39,34.5,79,t19|d11,0.09906240571610303,t19|d11
30-39,34.5,80,o20|o20|d20,0.17575757575757575,o20|o20|d20
30-39,34.5,81,t19|o12|d6,0.10641164060845662,t19|o12|d6
30-39,34.5,82,ibull|d16,0.07291666666666666,ibull|d16
30-39,34.5,83,t17|d16,0.0784313725490196,t17|d16
30-39,34.5,84,t16|o18|d9,0.1337414062292078,t16|o18|d9
30-39,34.5,85,t19|o14|d7,0.10641164060845662,t19|o14|d7
30-39,34.5,86,t18|d16,0.07878787878787878,ibull|d18
30-39,34.5,87,t17|o18|d9,0.07552455881178793,t17|o18|d9
30-39,34.5,88,t16|d20,0.13194444444444445,t16|d20
30-39,34.5,89,t19|d16,0.11050724637681159,t19|d16
30-39,34.5,90,obull|obull|d20,0.10357351031717923,obull|obull|d20
30-39,34.5,91,t17|d20,0.07450980392156863,obull|t16|d9
30-39,34.5,92,o20|t16|d12,0.09054884576136592,obull|i17|ibull
30-39,34.5,93,t19|o18|d9,0.10641164060845662,obull|t18|d7
30-39,34.5,94,t20|d17,0.07937172261269732,obull|t19|d6
30-39,34.5,95,t19|d19,0.09906240571610303,obull|o20|ibull
30-39,34.5,96,t20|o18|d9,0.08526014647111996,t20|o18|d9
30-39,34.5,97,t19|d20,0.104981884057971,t19|d20
30-39,34.5,98,t20|d19,0.07937172261269732,t20|d19
30-39,34.5,99,t19|o10|d16,0.039545689548977345,t19|o10|d16
30-39,34.5,100,t20|d20,0.08411458333333333,t20|d20
30-39,34.5,101,o20|t19|d12,0.07204538597534767,obull|d18|d20
30-39,34.5,102,o20|ibull|d16,0.053030303030303025,o20|ibull|d16
30-39,34.5,103,o20|t17|d16,0.0570409982174688,o20|t17|d16
30-39,34.5,104,o20|t16|d18,0.09054884576136592,o20|t16|d18
30-39,34.5,105,t19|i16|d16,0.039545689548977345,t19|i16|d16
30-39,34.5,106,o20|t18|d16,0.05730027548209366,o20|t18|d16
30-39,34.5,107,t19|ibull,0.07252038043478261,t19|ibull
30-39,34.5,108,o20|t16|d20,0.09595959595959595,o20|t16|d20
30-39,34.5,109,t19|o20|d16,0.08036890645586298,t19|o20|d16
30-39,34.5,110,o20|t20|d15,0.05776179766978438,o20|t20|d15
30-39,34.5,111,o20|t17|d20,0.05418894830659536,o20|t17|d20
30-39,34.5,112,t20|o20|d16,0.06443511198945981,t20|o20|d16
30-39,34.5,113,o20|t19|d18,0.07204538597534767,o20|t19|d18
30-39,34.5,114,o20|t18|d20,0.05443526170798898,o20|t18|d20
30-39,34.5,115,obull|ibull|d20,0.0989253964940362,obull|ibull|d20
30-39,34.5,116,t20|o20|d18,0.05776179766978438,t20|o20|d18
30-39,34.5,117,o20|t19|d20,0.07635046113306983,o20|t19|d20
30-39,34.5,118,o20|t20|d19,0.05776179766978438,o20|t20|d19
30-39,34.5,119,o19|t20|d20,0.030100914719195977,o19|t20|d20
30-39,34.5,120,t20|o20|d20,0.061213356389986824,t20|o20|d20
30-39,34.5,121,obull|t20|d18,0.0453930096662862,obull|t20|d18
30-39,34.5,122,obull|t19|d20,0.060039564733675985,obull|t19|d20
30-39,34.5,123,t19|t16|d9,0.0412760023817096,t19|t16|d9
30-39,34.5,124,o20|t18|ibull,0.03760330578512397,o20|t18|ibull
30-39,34.5,125,ibull|obull|ibull,0.06833662257811711,ibull|obull|ibull
30-39,34.5,126,t20|t16|d9,0.033071551088623884,t20|t16|d9
30-39,34.5,127,o20|t19|ibull,0.05274209486166008,o20|t19|ibull
30-39,34.5,128,t20|t16|d10,0.019248188405797104,t20|t16|d10
30-39,34.5,129,t19|t16|d12,0.0412760023817096,t19|t16|d12
30-39,34.5,130,t20|o20|ibull,0.04228554224308301,t20|o20|ibull
30-39,34.5,131,t17|d20|d20,0.023594771241830063,t17|d20|d20
30-39,34.5,132,obull|t19|ibull,0.04147469932260512,obull|t19|ibull
30-39,34.5,133,t19|d19|d19,0.02960095543659298,t19|d19|d19
30-39,34.5,134,t18|d20|d20,0.0237020202020202,t18|d20|d20
30-39,34.5,135,obull|t20|ibull,0.0332307529408578,obull|t20|ibull
30-39,34.5,136,t20|t20|d8,0.015719353864734296,t20|t20|d8
30-39,34.5,137,t19|d20|d20,0.033244263285024146,t19|d20|d20
30-39,34.5,138,t19|t19|d12,0.032841341025447196,t19|t19|d12
30-39,34.5,139,t20|t19|d11,0.026313451518339866,t20|t19|d11
30-39,34.5,140,t20|d20|d20,0.026643455615942026,t20|d20|d20
30-39,34.5,141,t20|t19|d12,0.026313451518339866,t20|t19|d12
30-39,34.5,142,t20|ibull|d16,0.019368489583333332,t20|ibull|d16
30-39,34.5,143,t19|t18|d16,0.026119894598155464,t19|t18|d16
30-39,34.5,144,t20|t16|d18,0.033071551088623884,t20|t16|d18
30-39,34.5,145,t20|t19|d14,0.026313451518339866,t20|t19|d14
30-39,34.5,146,t19|t19|d16,0.03663555450535601,t19|t19|d16
30-39,34.5,147,t19|t20|d15,0.026313451518339866,t19|t20|d15
30-39,34.5,148,t20|t16|d20,0.03504774305555556,t20|t16|d20
30-39,34.5,149,t20|t19|d16,0.029353487318840576,t20|t19|d16
30-39,34.5,150,t19|t19|d18,0.032841341025447196,ibull|ibull|ibull
30-39,34.5,151,t19|t18|d20,0.02481389986824769,t19|t18|d20
30-39,34.5,152,t20|t20|d16,0.023518880208333332,t20|t20|d16
30-39,34.5,153,t20|t19|d18,0.026313451518339866,t20|t19|d18
30-39,34.5,154,t19|t19|d20,0.03480377678008821,t19|t19|d20
30-39,34.5,155,t20|t19|d19,0.026313451518339866,t20|t19|d19
30-39,34.5,156,t20|t20|d18,0.021083113818997724,t20|t20|d18
30-39,34.5,157,t20|t19|d20,0.027885812952898548,t20|t19|d20
30-39,34.5,158,t20|t20|d19,0.021083113818997724,t20|t20|d19
30-39,34.5,159,,,
30-39,34.5,160,t20|t20|d20,0.022342936197916666,t20|t20|d20
30-39,34.5,161,t19|t18|ibull,0.017141180830039522,t19|t18|ibull
30-39,34.5,162,,,
30-39,34.5,163,,,
30-39,34.5,164,t19|t19|ibull,0.024042082644139883,t19|t19|ibull
30-39,34.5,165,,,
30-39,34.5,166,,,
30-39,34.5,167,t20|t19|ibull,0.01926322605298913,t20|t19|ibull
30-39,34.5,168,,,
30-39,34.5,169,,,
30-39,34.5,170,t20|t20|ibull,0.01543426513671875,t20|t20|ibull
40-49,44.5,2,d1,0.05714285714285714,d1
40-49,44.5,3,o1|d1,0.03333333333333333,o1|d1
40-49,44.5,4,o2|d1,0.21874979021739613,d2
40-49,44.5,5,o1|o2|d1,0.12760404429348107,o1|o2|d1
40-49,44.5,6,d3,0.3246139865695754,d3
40-49,44.5,7,o1|d3,0.18935815883225232,o1|d3
40-49,44.5,8,o4|o2|d1,0.28579589274487843,d4
40-49,44.5,9,i3|d3,0.13467307504288886,i3|d3
40-49,44.5,10,o5|o1|d2,0.20260561105531769,d5
40-49,44.5,11,i3|o4|d2,0.08629640742733612,i3|o4|d2
40-49,44.5,12,d6,0.3246139865695754,d6
40-49,44.5,13,o1|d6,0.18935815883225232,o1|d6
40-49,44.5,14,d7,0.3246139865695754,d7
40-49,44.5,15,i3|d6,0.13467307504288886,i3|d6
40-49,44.5,16,d8,0.2222222222222222,d8
40-49,44.5,17,o1|o8|d4,0.15007624779251189,o1|o8|d4
40-49,44.5,18,d9,0.3246139865695754,d9
40-49,44.5,19,o7|d6,0.13467307504288886,i3|o8|d4
40-49,44.5,20,o10|d5,0.24690178141398417,d10
40-49,44.5,21,o1|o10|d5,0.14402603915815743,o12|o1|d4
40-49,44.5,22,d11,0.3246139865695754,d11
40-49,44.5,23,o17|d3,0.13467307504288886,o17|d3
40-49,44.5,24,d12,0.3246139865695754,d12
40-49,44.5,25,o1|d12,0.18935815883225232,o1|d12
40-49,44.5,26,d13,0.3246139865695754,d13
40-49,44.5,27,i3|d12,0.13467307504288886,i3|d12
40-49,44.5,28,d14,0.3246139865695754,d14
40-49,44.5,29,o5|o12|d6,0.14913859601515855,o5|o12|d6
40-49,44.5,30,d15,0.3246139865695754,d15
40-49,44.5,31,o7|d12,0.13467307504288886,o7|d12
40-49,44.5,32,d16,0.3333333333333333,d16
40-49,44.5,33,o1|d16,0.19444444444444445,o1|d16
40-49,44.5,34,d17,0.3246139865695754,d17
40-49,44.5,35,i3|d16,0.1382904830709587,i3|d16
40-49,44.5,36,d18,0.3246139865695754,d18
40-49,44.5,37,o5|d16,0.1382904830709587,o17|o10|d5
40-49,44.5,38,d19,0.3246139865695754,d19
40-49,44.5,39,o7|d16,0.1382904830709587,o7|d16
40-49,44.5,40,d20,0.31666666666666665,d20
40-49,44.5,41,o1|d20,0.18472222222222223,o1|d20
40-49,44.5,42,o10|d16,0.1382904830709587,o10|d16
40-49,44.5,43,o11|d16,0.1382904830709587,o19|d12
40-49,44.5,44,o12|d16,0.1382904830709587,o18|d13
40-49,44.5,45,o13|d16,0.1382904830709587,o13|d16
40-49,44.5,46,o14|d16,0.1382904830709587,o10|d18
40-49,44.5,47,o15|d16,0.1382904830709587,o19|d14
40-49,44.5,48,i16|d16,0.1382904830709587,i16|d16
40-49,44.5,49,o17|d16,0.1382904830709587,o17|d16
40-49,44.5,50,ibull,0.21875,ibull
40-49,44.5,51,o19|d16,0.1382904830709587,o19|d16
40-49,44.5,52,o20|d16,0.24242424242424243,o20|d16
40-49,44.5,53,o17|d18,0.13467307504288886,i3|ibull
40-49,44.5,54,o18|d18,0.13467307504288886,o4|ibull
40-49,44.5,55,o15|d20,0.13137595891741077,o15|d20
40-49,44.5,56,o20|d18,0.23608289932332757,t16|d4
40-49,44.5,57,o17|d20,0.13137595891741077,o17|d20
40-49,44.5,58,o18|d20,0.13137595891741077,o18|d20
40-49,44.5,59,o19|d20,0.13137595891741077,t19|d1
40-49,44.5,60,o20|d20,0.2303030303030303,o20|d20
40-49,44.5,61,obull|d18,0.19798671221845104,t7|d20
40-49,44.5,62,o10|o20|d16,0.10057489677887906,o10|o20|d16
40-49,44.5,63,o13|ibull,0.09075312951531665,o13|ibull
40-49,44.5,64,o14|o18|d16,0.10809505770862547,t16|d8
40-49,44.5,65,obull|d20,0.19313952816716273,obull|d20
40-49,44.5,66,t16|d9,0.1352558277373231,ibull|d8
40-49,44.5,67,o17|ibull,0.09075312951531665,o17|ibull
40-49,44.5,68,t16|o10|d5,0.10287574225582674,t16|o10|d5
40-49,44.5,69,t19|o6|d3,0.10930799697620147,t19|o6|d3
40-49,44.5,70,o20|ibull,0.1590909090909091,o20|ibull
40-49,44.5,71,o17|o18|d18,0.0682208860681972,o17|o18|d18
40-49,44.5,72,o20|o20|d16,0.1763085399449036,o20|o20|d16
40-49,44.5,73,t19|o8|d4,0.08529178057773189,t19|o8|d4
40-49,44.5,74,o14|o20|d20,0.0955461519399351,o14|o20|d20
40-49,44.5,75,obull|ibull,0.1334187530102111,obull|ibull
40-49,44.5,76,t16|d14,0.1352558277373231,t16|d14
40-49,44.5,77,t19|o10|d5,0.08185330796876647,t19|o10|d5
40-49,44.5,78,d19|d20,0.10279442908036554,d19|d20
40-49,44.5,79,t19|d11,0.10761659337360922,t19|d11
40-49,44.5,80,o20|o20|d20,0.17575757575757575,o20|o20|d20
40-49,44.5,81,t19|o12|d6,0.10930799697620147,t19|o12|d6
40-49,44.5,82,t20|d11,0.08622559018254347,ibull|d16
40-49,44.5,83,t17|d16,0.0784313725490196,t17|d16
40-49,44.5,84,t16|o18|d9,0.1373816355438598,t16|o18|d9
40-49,44.5,85,t19|o14|d7,0.10930799697620147,t19|o14|d7
40-49,44.5,86,ibull|d18,0.07100930956209461,ibull|d18
40-49,44.5,87,t17|o18|d9,0.07758021771888553,t17|o18|d9
40-49,44.5,88,t16|d20,0.13194444444444445,t16|d20
40-49,44.5,89,t19|d16,0.11050724637681159,t19|d16
40-49,44.5,90,obull|obull|d20,0.11779856002305551,obull|obull|d20
40-49,44.5,91,obull|t16|d9,0.08249446342435461,obull|t16|d9
40-49,44.5,92,o20|t16|d12,0.09836787471805315,obull|o17|ibull
40-49,44.5,93,t19|o18|d9,0.10930799697620147,obull|o18|ibull
40-49,44.5,94,t20|d17,0.08622559018254347,obull|t19|d6
40-49,44.5,95,t19|d19,0.10761659337360922,obull|o20|ibull
40-49,44.5,96,t20|o18|d9,0.08758079265921062,t20|o18|d9
40-49,44.5,97,t19|d20,0.104981884057971,t19|d20
40-49,44.5,98,t20|d19,0.08622559018254347,t20|d19
40-49,44.5,99,t19|o10|d16,0.04584630145287217,t19|o10|d16
40-49,44.5,100,t20|d20,0.08411458333333333,t20|d20
40-49,44.5,101,o20|t19|d12,0.0782666133626249,obull|d19|d19
40-49,44.5,102,o18|t16|d18,0.05611378126787035,o18|t16|d18
40-49,44.5,103,o20|t17|d16,0.0570409982174688,o20|t17|d16
40-49,44.5,104,o20|t16|d18,0.09836787471805315,o20|t16|d18
40-49,44.5,105,t19|i16|d16,0.04584630145287217,t19|i16|d16
40-49,44.5,106,o20|t18|d16,0.05730027548209366,o20|t18|d16
40-49,44.5,107,t19|ibull,0.07252038043478261,t19|ibull
40-49,44.5,108,o20|t16|d20,0.09595959595959595,o20|t16|d20
40-49,44.5,109,t19|o20|d16,0.08036890645586298,t19|o20|d16
40-49,44.5,110,o20|t20|d15,0.0627496157338668,o20|t20|d15
40-49,44.5,111,o20|t17|d20,0.05418894830659536,o20|t17|d20
40-49,44.5,112,t20|o20|d16,0.06443511198945981,t20|o20|d16
40-49,44.5,113,o20|t19|d18,0.0782666133626249,o20|t19|d18
40-49,44.5,114,o20|t18|d20,0.05443526170798898,o20|t18|d20
40-49,44.5,115,obull|ibull|d20,0.09629239488009982,obull|ibull|d20
40-49,44.5,116,t20|o20|d18,0.0627496157338668,t20|o20|d18
40-49,44.5,117,o20|t19|d20,0.07635046113306983,o20|t19|d20
40-49,44.5,118,o20|t20|d19,0.0627496157338668,o20|t20|d19
40-49,44.5,119,o19|t20|d20,0.034896739087437234,o19|t20|d20
40-49,44.5,120,t20|o20|d20,0.061213356389986824,t20|o20|d20
40-49,44.5,121,obull|t20|d18,0.052590220433026066,obull|t20|d18
40-49,44.5,122,obull|t19|d20,0.06402995227280937,obull|t19|d20
40-49,44.5,123,t19|t16|d9,0.04484024723900385,t19|t16|d9
40-49,44.5,124,o20|t18|ibull,0.03760330578512397,o20|t18|ibull
40-49,44.5,125,ibull|obull|ibull,0.06651777277901633,ibull|obull|ibull
40-49,44.5,126,t20|t16|d9,0.03592732924272645,t20|t16|d9
40-49,44.5,127,o20|t19|ibull,0.05274209486166008,o20|t19|ibull
40-49,44.5,128,o18|t20|ibull,0.024106300027505988,o18|t20|ibull
40-49,44.5,129,t19|t16|d12,0.04484024723900385,t19|t16|d12
40-49,44.5,130,t20|o20|ibull,0.04228554224308301,t20|o20|ibull
40-49,44.5,131,t17|d20|d20,0.023594771241830063,t17|d20|d20
40-49,44.5,132,obull|t19|ibull,0.044231217030559114,obull|t19|ibull
40-49,44.5,133,t19|d19|d19,0.03493385139604424,t19|d19|d19
40-49,44.5,134,t18|d20|d20,0.0237020202020202,t18|d20|d20
40-49,44.5,135,obull|t20|ibull,0.03543935626833733,obull|t20|ibull
40-49,44.5,136,t20|t20|d8,0.015719353864734296,t20|t20|d8
40-49,44.5,137,t19|d20|d20,0.033244263285024146,t19|d20|d20
40-49,44.5,138,t19|t19|d12,0.03567724019451175,t19|t19|d12
40-49,44.5,139,t20|t19|d11,0.02858565761486495,t20|t19|d11
40-49,44.5,140,t20|d20|d20,0.026643455615942026,t20|d20|d20
40-49,44.5,141,t20|t19|d12,0.02858565761486495,t20|t19|d12
40-49,44.5,142,t20|ibull|d16,0.019368489583333332,t20|ibull|d16
40-49,44.5,143,t19|t18|d16,0.026119894598155464,t19|t18|d16
40-49,44.5,144,t20|t16|d18,0.03592732924272645,t20|t16|d18
40-49,44.5,145,t20|t19|d14,0.02858565761486495,t20|t19|d14
40-49,44.5,146,t19|t19|d16,0.03663555450535601,t19|t19|d16
40-49,44.5,147,t19|t20|d15,0.02858565761486495,t19|t20|d15
40-49,44.5,148,t20|t16|d20,0.03504774305555556,t20|t16|d20
40-49,44.5,149,t20|t19|d16,0.029353487318840576,t20|t19|d16
40-49,44.5,150,t19|t19|d18,0.03567724019451175,ibull|ibull|ibull
40-49,44.5,151,t19|t18|d20,0.02481389986824769,t19|t18|d20
40-49,44.5,152,t20|t20|d16,0.023518880208333332,t20|t20|d16
40-49,44.5,153,t20|t19|d18,0.02858565761486495,t20|t19|d18
40-49,44.5,154,t19|t19|d20,0.03480377678008821,t19|t19|d20
40-49,44.5,155,t20|t19|d19,0.02858565761486495,t20|t19|d19
40-49,44.5,156,t20|t20|d18,0.02290367239223811,t20|t20|d18
40-49,44.5,157,t20|t19|d20,0.027885812952898548,t20|t19|d20
40-49,44.5,158,t20|t20|d19,0.02290367239223811,t20|t20|d19
40-49,44.5,159,,,
40-49,44.5,160,t20|t20|d20,0.022342936197916666,t20|t20|d20
40-49,44.5,161,t19|t18|ibull,0.017141180830039522,t19|t18|ibull
40-49,44.5,162,,,
40-49,44.5,163,,,
40-49,44.5,164,t19|t19|ibull,0.024042082644139883,t19|t19|ibull
40-49,44.5,165,,,
40-49,44.5,166,,,
40-49,44.5,167,t20|t19|ibull,0.01926322605298913,t20|t19|ibull
40-49,44.5,168,,,
40-49,44.5,169,,,
40-49,44.5,170,t20|t20|ibull,0.01543426513671875,t20|t20|ibull
50-59,54.5,2,d1,0.05714285714285714,d1
50-59,54.5,3,o1|d1,0.03333333333333333,o1|d1
50-59,54.5,4,o2|d1,0.2030026871170763,d2
50-59,54.5,5,o1|o2|d1,0.11841823415162786,o1|o2|d1
50-59,54.5,6,d3,0.3504167821266433,d3
50-59,54.5,7,o1|d3,0.20440978957387526,o1|d3
50-59,54.5,8,o4|o2|d1,0.2718320188150419,d4
50-59,54.5,9,i3|d3,0.1653570618709176,i3|d3
50-59,54.5,10,o5|o1|d2,0.18463982936624054,d5
50-59,54.5,11,i3|o4|d2,0.09002854474799793,i3|o4|d2
50-59,54.5,12,d6,0.3504167821266433,d6
50-59,54.5,13,o1|d6,0.20440978957387526,o1|d6
50-59,54.5,14,d7,0.3504167821266433,d7
50-59,54.5,15,i3|d6,0.1653570618709176,i3|d6
50-59,54.5,16,d8,0.2222222222222222,d8
50-59,54.5,17,o5|d6,0.1653570618709176,o5|d6
50-59,54.5,18,d9,0.3504167821266433,d9
50-59,54.5,19,o7|d6,0.1653570618709176,i3|o8|d4
50-59,54.5,20,o10|d5,0.23502357864434636,d10
50-59,54.5,21,o1|o10|d5,0.13709708754253538,o12|o1|d4
50-59,54.5,22,d11,0.3504167821266433,d11
50-59,54.5,23,o17|d3,0.1653570618709176,o17|d3
50-59,54.5,24,d12,0.3504167821266433,d12
50-59,54.5,25,o1|d12,0.20440978957387526,o1|d12
50-59,54.5,26,d13,0.3504167821266433,d13
50-59,54.5,27,i3|d12,0.1653570618709176,i3|d12
50-59,54.5,28,d14,0.3504167821266433,d14
50-59,54.5,29,o5|d12,0.1653570618709176,o5|d12
50-59,54.5,30,d15,0.3504167821266433,d15
50-59,54.5,31,o7|d12,0.1653570618709176,o7|d12
50-59,54.5,32,d16,0.3333333333333333,d16
50-59,54.5,33,o1|d16,0.19444444444444445,o1|d16
50-59,54.5,34,d17,0.3504167821266433,d17
50-59,54.5,35,i3|d16,0.15729560750237914,i3|d16
50-59,54.5,36,d18,0.3504167821266433,d18
50-59,54.5,37,o13|d12,0.1653570618709176,o17|o10|d5
50-59,54.5,38,d19,0.3504167821266433,d19
50-59,54.5,39,i3|d18,0.1653570618709176,i3|d18
50-59,54.5,40,d20,0.31666666666666665,d20
50-59,54.5,41,o1|d20,0.18472222222222223,o1|d20
50-59,54.5,42,o6|d18,0.1653570618709176,o6|d18
50-59,54.5,43,o19|d12,0.1653570618709176,o19|d12
50-59,54.5,44,o18|d13,0.1653570618709176,o18|d13
50-59,54.5,45,o13|d16,0.15729560750237914,o13|d16
50-59,54.5,46,o10|d18,0.1653570618709176,o10|d18
50-59,54.5,47,o19|d14,0.1653570618709176,o19|d14
50-59,54.5,48,i16|d16,0.15729560750237914,i16|d16
50-59,54.5,49,o17|d16,0.15729560750237914,o17|d16
50-59,54.5,50,ibull,0.21875,ibull
50-59,54.5,51,o19|d16,0.15729560750237914,o19|d16
50-59,54.5,52,o20|d16,0.24242424242424243,o20|d16
50-59,54.5,53,o17|d18,0.1653570618709176,i3|ibull
50-59,54.5,54,o18|d18,0.1653570618709176,o4|ibull
50-59,54.5,55,o15|d20,0.1494308271272602,o15|d20
50-59,54.5,56,o20|d18,0.25484856881937695,t16|d4
50-59,54.5,57,o17|d20,0.1494308271272602,o17|d20
50-59,54.5,58,o18|d20,0.1494308271272602,o18|d20
50-59,54.5,59,o19|d20,0.1494308271272602,t19|d1
50-59,54.5,60,o20|d20,0.2303030303030303,o20|d20
50-59,54.5,61,obull|d18,0.2270436352894928,t7|d20
50-59,54.5,62,o10|o20|d16,0.11439680545627574,o10|o20|d16
50-59,54.5,63,o13|ibull,0.10322524242343632,o13|ibull
50-59,54.5,64,o14|o18|d16,0.11554476563960647,t16|d8
50-59,54.5,65,obull|d20,0.205176106973729,obull|d20
50-59,54.5,66,t16|d9,0.14600699255276806,ibull|d8
50-59,54.5,67,o17|ibull,0.10322524242343632,o17|ibull
50-59,54.5,68,o20|i16|d16,0.11439680545627574,o20|i16|d16
50-59,54.5,69,t19|d6,0.11617078103111543,t19|d6
50-59,54.5,70,o20|ibull,0.1590909090909091,o20|ibull
50-59,54.5,71,o17|o18|d18,0.08888898260429362,o17|o18|d18
50-59,54.5,72,o20|o20|d16,0.1763085399449036,o20|o20|d16
50-59,54.5,73,t19|o8|d4,0.08182644403058974,t19|o8|d4
50-59,54.5,74,o14|o20|d20,0.10867696518346195,o14|o20|d20
50-59,54.5,75,obull|ibull,0.14173349494895754,obull|ibull
50-59,54.5,76,t16|d14,0.14600699255276806,t16|d14
50-59,54.5,77,t19|o10|d5,0.07791542552883221,t19|o10|d5
50-59,54.5,78,d19|d20,0.1109653143401037,d19|d20
50-59,54.5,79,t19|d11,0.11617078103111543,t19|d11
50-59,54.5,80,o20|o20|d20,0.17575757575757575,o20|o20|d20
50-59,54.5,81,t19|d12,0.11617078103111543,t19|d12
50-59,54.5,82,obull|o17|d20,0.09681990117421752,obull|o17|d20
50-59,54.5,83,t17|d16,0.0784313725490196,t17|d16
50-59,54.5,84,t16|d18,0.14600699255276806,t16|d18
50-59,54.5,85,t19|d14,0.11617078103111543,t19|d14
50-59,54.5,86,ibull|d18,0.07665367109020321,ibull|d18
50-59,54.5,87,t17|d18,0.08245100755921018,t17|d18
50-59,54.5,88,t16|d20,0.13194444444444445,t16|d20
50-59,54.5,89,t19|d16,0.11050724637681159,t19|d16
50-59,54.5,90,obull|obull|d20,0.13293863644072135,obull|obull|d20
50-59,54.5,91,obull|t16|d9,0.09460151470395535,obull|t16|d9
